ElasticModulus_composition_average,ShearModulus_composition_average,Temperature (degC),CovalentRadii_arithmetic_average,NdValence_composition_average,PH2O (%),IsOrthorhombic_difference,valence_composition_average,BCCenergy_pa_arithmetic_average,PO2 (%),HHIr_composition_average,IsOrthorhombic_composition_average,ShearModulus_difference,ThirdIonizationEnergy_composition_average,BulkModulus_composition_average,NsUnfilled_composition_average,NsValence_composition_average,ElectricalConductivity_composition_average,HeatFusion_composition_average,n_ws^third_difference,ThermalConductivity_arithmetic_average,HHIp_arithmetic_average,NpValence_composition_average,ThermalExpansionCoefficient_composition_average,MeltingT_composition_average
14.49543147208122,5.711675126903553,700.7166231,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,649.0222851,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,599.6017218,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,549.9904885,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,501.097838,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,449.5723706,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,399.2313582,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,349.4346711,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.49543147208122,5.711675126903553,300.1660292,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766497,-4.299601278571429,0.0,1475.6345177664975,0.0,28.1,44.93230456852792,3.646700507614214,0.0,2.0,1.323857868020305,3.998477157360406,0.5999999999999999,12.399628571428572,5700.0,2.375634517766498,468.9411167512691,554.8710659898478
14.414213197969548,5.662944162436548,700.5943456,1.5657142857142858,0.2639593908629442,1.9,0.0,2.375634517766498,-4.299601278571429,0.0,1447.2081218274116,0.0,28.1,43.16174619289341,4.036548223350255,0.0,2.0000000000000004,1.2345177664974625,3.985888324873097,0.5999999999999999,12.399628571428572,5700.0,2.3756345177664984,468.86395939086304,552.840609137056
